Symbol,Company Name,Security Type,IPO Year,IPO Start Date,IPO End Date,Listing Date,Issue Price (₹),Price Band Low (₹),Price Band High (₹),Face Value (₹),Lot Size (shares),Issue Size,Issue Type,Registrar,QIB Subscription (x),NII Subscription (x),RII Subscription (x),Employee Subscription (x),Total Subscription (x),QIB Shares Offered,NII Shares Offered,RII Shares Offered,Total Shares Offered,QIB Shares Bid For,NII Shares Bid For,RII Shares Bid For,Total Shares Bid For,Listing Day Close (₹),Listing Week Close (₹),Listing Day Gain (%),Listing Week Gain (%)
MASTER,Master Components Limited,SME,2023,18-SEP-2023,21-SEP-2023,29-SEP-2023,140.0,140.0,140.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,214000.0,2924000.0,2139000.0,8423000.0,140.0224151611328,140.32203674316406,0.016010829380580356,0.2300262451171875
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,2023,20-SEP-2023,22-SEP-2023,27-SEP-2023,222.0,210.0,222.0,2.0,,"Public Issue of Equity Shares comprising fresh Issue up to Rs. 6,000 million and offer for sale up to 27,072,000 Equity Shares (Including Anchor Allocation of 1,62,29,707 Equity Shares)",100% Book Building,Bigshare Services Private Limited,5.44987375984496,0.9177534575807988,0.357616353105488,,1.8901626549846595,10664594.0,8346515.0,19475200.0,38486309.0,58120691.0,7660043.0,4975956.0,72745384.0,242.2263641357422,236.8358612060547,9.110974835919903,6.682820363087696
SIGNATURE,Signatureglobal (India) Limited,EQ,2023,20-SEP-2023,22-SEP-2023,27-SEP-2023,385.0,366.0,385.0,1.0,,"Initial Public Offer comprising of Fresh Issue up to Rs. 6,030.00 million and an Offer for Sale of up to Rs. 1,270 million (Including Anchor allocation of 82,72,700 Equity shares)",100% Book Building,Link Intime India Private Limited,2.694733043326219,4.8400987631872825,3.469284820772762,,3.403017611718234,6256858.0,2991803.0,1994535.0,11243196.0,16860562.0,14480622.0,7425998.0,38260794.0,458.54998779296875,468.8500061035156,19.103892933238637,21.779222364549515
MAL,Mangalam Alloys Limited,SME,2023,21-SEP-2023,25-SEP-2023,04-OCT-2023,80.0,80.0,80.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16000.0,8176000.0,6915200.0,36643200.0,76.0,61.95000076293945,-5.0,-22.562499046325684
MARCO,Marco Cables and Conductors Limited,SME,2023,21-SEP-2023,25-SEP-2023,28-SEP-2023,,36.0,36.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5388000.0,54747000.0,49515000.0,146721000.0,,,,
HIGREEN,HI-Green Carbon Limited,SME,2023,21-SEP-2023,25-SEP-2023,28-SEP-2023,75.0,71.0,75.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,92553600.0,235664000.0,195252800.0,783121600.0,80.8499984741211,98.1500015258789,7.799997965494791,30.866668701171875
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,2023,22-SEP-2023,26-SEP-2023,03-OCT-2023,215.0,204.0,215.0,10.0,,"Initial Public Offer comprising of Fresh Issue up to Rs. 2100.00 million and an Offer for Sale of up to 2,800,000 Equity Shares (Including Anchor Portion of 37,70,627 Equity Shares)",100% Book Building,Bigshare Services Pvt. Limited,0.2511888965089825,2.87604512559836,0.9283427388657196,,1.1567022971134555,2573605.0,1964118.0,4582941.0,9120664.0,646461.0,5648892.0,4040502.0,10549893.0,215.5,237.64999389648438,0.23255813953488372,10.534880882085757
UDS,Updater Services Limited,EQ,2023,25-SEP-2023,27-SEP-2023,04-OCT-2023,300.0,280.0,300.0,10.0,,"Initial Public Offer comprising of Equity Shares of face value of Rs 10 each, aggregating up to Rs 4,000 million and Offer for Sale Up to 8,000,000 Equity Shares of face value of Rs 10 each (Including Anchor allocation of 9,600,000 Equity Shares)",100% Book Building,Link Intime India Private Limited,2.65660906599616,0.1957158203297359,0.764660403460334,,1.619712634976053,6428571.0,3342857.0,2228571.0,11999999.0,17078200.0,654250.0,400250.0,19436550.0,283.8999938964844,287.8999938964844,-5.366668701171875,-4.033335367838542
JSWINFRA,JSW Infrastructure Limited,EQ,2023,25-SEP-2023,27-SEP-2023,03-OCT-2023,119.0,113.0,119.0,2.0,,"Initial Public Offer of up to Rs. 28,000 million (Including Anchor Allocation of 105,882,352 Equity shares)",100% Book Building,KFin Technologies Limited,18.930927647661267,5.106028251453308,4.694782196736956,,12.572110531668962,74336284.0,37168141.0,24778761.0,136283186.0,1407254814.0,189781578.0,85895838.0,1713367278.0,156.64132690429688,162.16810607910156,31.631367146467966,36.275719394202994
ARABIAN,Arabian Petroleum Limited,SME,2023,25-SEP-2023,27-SEP-2023,09-OCT-2023,70.0,70.0,70.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1248000.0,20474000.0,18148000.0,53540000.0,76.25,76.6500015258789,8.928571428571429,9.500002179827009
NEWJAISA,Newjaisa Technologies Limited,SME,2023,25-SEP-2023,27-SEP-2023,05-OCT-2023,47.0,44.0,47.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1647000.0,19020000.0,16188000.0,39156000.0,70.80000305175781,82.0999984741211,50.63830436544215,74.68084781727893
INSPIRE,Inspire Films Limited,SME,2023,25-SEP-2023,27-SEP-2023,05-OCT-2023,59.0,56.0,59.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17234000.0,75820000.0,65954000.0,309188000.0,67.8499984741211,68.69999694824219,14.999997413764564,16.440672793630824
SAAKSHI,Saakshi Medtech and Panels Limited,SME,2023,25-SEP-2023,27-SEP-2023,03-OCT-2023,97.0,92.0,97.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,33031200.0,133476000.0,116436000.0,283969200.0,153.3000030517578,177.0500030517578,58.04124025954414,82.52577634201836
DIGIKORE,Digikore Studios Limited,SME,2023,25-SEP-2023,27-SEP-2023,04-OCT-2023,171.0,168.0,171.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21052800.0,87505600.0,74696000.0,316444000.0,283.5,278.1000061035156,65.78947368421053,62.6315825166758
GOYALSALT,Goyal Salt Limited,SME,2023,26-SEP-2023,03-OCT-2023,11-OCT-2023,38.0,36.0,38.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59271000.0,279054000.0,240222000.0,959196000.0,136.10000610351562,152.25,258.15791079872537,300.65789473684214
VALIANTLAB,Valiant Laboratories Limited,BE,2023,27-SEP-2023,03-OCT-2023,06-OCT-2023,140.0,133.0,140.0,10.0,,"Initial Public Offer comprising Fresh issue of Equity Shares Up to 10,890,000 aggregating up to Rs [.] million (Including Anchor Allocation of 32,66,970 Equity Shares)",100% Book Building,Link Intime India Private Limited,7.635149653586039,24.802947658402204,6.02435261707989,,10.508553685345593,2178030.0,1633500.0,3811500.0,7623030.0,16629585.0,40515615.0,22330665.0,80107020.0,170.25,168.3000030517578,21.607142857142858,20.214287894112722
ABFL,Aditya Birla Finance Limited,NF,2023,27-SEP-2023,03-OCT-2023,24-APR-2024,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
KONTOR,Kontor Space Limited,SME,2023,27-SEP-2023,03-OCT-2023,10-OCT-2023,93.0,93.0,93.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3640800.0,29808000.0,21548400.0,109538400.0,115.9000015258789,104.3499984741211,24.6236575547085,12.204299434538811
OLIL,Oneclick Logistics India Limited,SME,2023,27-SEP-2023,03-OCT-2023,11-OCT-2023,99.0,99.0,99.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3213600.0,62940000.0,52569600.0,172418400.0,133.0,108.3499984741211,34.34343434343434,9.44444290315262
CANARYS,Canarys Automations Limited,SME,2023,27-SEP-2023,03-OCT-2023,11-OCT-2023,31.0,29.0,31.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7856000.0,39864000.0,36316000.0,106804000.0,41.29999923706055,45.400001525878906,33.225803990517896,46.45161782541582
VINYAS,Vinyas Innovative Technologies Limited,SME,2023,27-SEP-2023,03-OCT-2023,06-OCT-2023,165.0,162.0,165.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,26911200.0,45083200.0,39541600.0,95428800.0,346.5,421.04998779296875,110.00000000000001,155.1818107836174
EFACTOR,E Factor Experiences Limited,SME,2023,27-SEP-2023,03-OCT-2023,09-OCT-2023,75.0,71.0,75.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,30233600.0,83091200.0,75206400.0,168209600.0,119.62938690185547,135.87718200683594,59.50584920247396,81.16957600911459
PLAZACABLE,Plaza Wires Limited,BE,2023,29-SEP-2023,05-OCT-2023,12-OCT-2023,54.0,51.0,54.0,10.0,,"Fresh Issue of up to 13,200,158 Equity Shares of face value of Rs.10/- each aggregating up to Rs [.] million (Including Anchor Allocation of 37,04,044 Equity Shares)",100% Book Building,KFin Technologies Limited,16.347359522381584,179.50650573250917,195.10378215399064,,75.21565252902398,6196076.0,1980023.0,1320015.0,9496114.0,101289482.0,355427010.0,172160763.0,714256411.0,80.19999694824219,97.4000015258789,48.51851286711516,80.37037319607205
PLADAINFO,Plada Infotech Services Limited,SME,2023,29-SEP-2023,05-OCT-2023,13-OCT-2023,48.0,48.0,48.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2580000.0,46215000.0,41439000.0,138987000.0,56.04999923706055,52.099998474121094,16.770831743876137,8.541663487752277
KARNIKA,Karnika Industries Limited,SME,2023,29-SEP-2023,05-OCT-2023,12-OCT-2023,76.0,76.0,76.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12800.0,5195200.0,4028800.0,9772800.0,82.54004669189453,79.94193267822266,8.605324594598066,5.186753523977179
SCML,Sharp Chucks and Machines Limited,SME,2023,29-SEP-2023,05-OCT-2023,12-OCT-2023,58.0,58.0,58.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8198000.0,45360000.0,40882000.0,141328000.0,65.05000305175781,79.0,12.155177675444504,36.206896551724135
VISHNUINFR,Vishnusurya Projects and Infra Limited,SME,2023,29-SEP-2023,05-OCT-2023,10-OCT-2023,68.0,68.0,68.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,28842000.0,98290000.0,84208000.0,279392000.0,75.62835693359375,91.80976104736328,11.218171961167279,35.01435448141659
COMMITTED,Committed Cargo Care Limited,SME,2023,06-OCT-2023,10-OCT-2023,18-OCT-2023,77.0,77.0,77.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4038400.0,140966400.0,122316800.0,266067200.0,85.19267272949219,74.01175689697266,10.639834713626218,-3.8808351987368104
ACSAL,Arvind and Company Shipping Agencies Limited,SME,2023,12-OCT-2023,16-OCT-2023,25-OCT-2023,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18720000.0,659067000.0,569811000.0,1178124000.0,80.05000305175781,67.8499984741211,77.88889567057292,50.77777438693576
WOMANCART,Womancart Limited,SME,2023,16-OCT-2023,18-OCT-2023,27-OCT-2023,86.0,86.0,86.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3545600.0,26238400.0,22771200.0,67769600.0,122.8499984741211,149.1999969482422,42.848835435024526,73.48836854446766
RCDL,Rajgor Castor Derivatives Limited,SME,2023,17-OCT-2023,20-OCT-2023,31-OCT-2023,50.0,47.0,50.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,61173000.0,354630000.0,317976000.0,669354000.0,60.7120475769043,54.004905700683594,21.424095153808594,8.009811401367188
IRMENERGY,IRM ENERGY LIMITED,EQ,2023,18-OCT-2023,20-OCT-2023,26-OCT-2023,505.0,480.0,505.0,10.0,,"Fresh issue of Up to 10,800,000 Equity Shares aggregating up to Rs [.] million (Including Anchor Allocation of 31,75,200 Equity Shares)",100% Book Building,Link Intime India Private Limited,21.030712868480727,19.20597883597884,4.659524349422308,0.6938518518518518,12.12095254957507,2116800.0,1587600.0,3704400.0,7624800.0,44517813.0,30491412.0,16556013.0,92419839.0,469.4480895996094,440.6253662109375,-7.039982257503094,-12.74745223545792
919PEL28,Piramal Enterprises Limited,N0,2023,19-OCT-2023,30-OCT-2023,12-MAY-2025,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
IBULHSG,Indiabulls Housing Finance Limited,Z9,2023,20-OCT-2023,03-NOV-2023,09-APR-2024,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
ONDOOR,On Door Concepts Limited,SME,2023,23-OCT-2023,27-OCT-2023,01-NOV-2023,208.0,208.0,208.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,114000.0,2202000.0,1885800.0,7871400.0,203.39999389648438,176.1999969482422,-2.2115413959209738,-15.288463005652794
BLUEJET,Blue Jet Healthcare Limited,EQ,2023,25-OCT-2023,27-OCT-2023,01-NOV-2023,346.0,329.0,346.0,2.0,,"Initial Public Offer of Up to 24,285,160 Equity Shares (Including Anchor Allocation of 72,85,548 Equity Shares)",100% Book Building,Link Intime India Private Limited,4.030464283537765,5.814661848360617,1.0644007639703776,,2.929760573358968,4857032.0,3642774.0,8499806.0,16999612.0,19576094.0,21181499.0,13459086.0,49804793.0,411.88348388671875,380.2998046875,19.041469331421602,9.913238348988438
PARAGON,Paragon Fine and Speciality Chemical Limited,SME,2023,26-OCT-2023,30-OCT-2023,03-NOV-2023,100.0,95.0,100.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,79880400.0,308812800.0,263491200.0,706857600.0,213.75,192.4499969482422,113.75,92.44999694824219
MAITREYA,Maitreya Medicare Limited,SME,2023,27-OCT-2023,01-NOV-2023,07-NOV-2023,82.0,78.0,82.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,28152000.0,202484800.0,177432000.0,541979200.0,154.4499969482422,126.30000305175781,88.3536548149295,54.0243939655583
SHANTHALA,Shanthala FMCG Products Limited,SME,2023,27-OCT-2023,31-OCT-2023,03-NOV-2023,91.0,91.0,91.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3600.0,4076400.0,3632400.0,6638400.0,103.55000305175781,105.30000305175781,13.791212144788807,15.714289067865728
CELLO,Cello World Limited,EQ,2023,30-OCT-2023,01-NOV-2023,06-NOV-2023,648.0,617.0,648.0,5.0,,"Initial Public Offer of Shares upto Rs. 19,000 million (Including Anchor allocation of 87,49,999 Equity Shares)",100% Book Building,Link Intime India Private Limited,31.93132989493676,8.006035935295749,1.437916183513238,0.7281491860154791,11.87547001178092,6566045.0,4594814.0,10721232.0,22061947.0,209662549.0,36786246.0,16103082.0,261995990.0,788.4361572265625,786.3447265625,21.672246485580633,21.349494839891975
TRANSTEEL,Transteel Seating Technologies Limited,SME,2023,30-OCT-2023,01-NOV-2023,06-NOV-2023,70.0,67.0,70.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16404000.0,119414000.0,106064000.0,225404000.0,93.30000305175781,107.05000305175781,33.285718645368306,52.92857578822545
HONASA,Honasa Consumer Limited,EQ,2023,31-OCT-2023,02-NOV-2023,07-NOV-2023,324.0,308.0,324.0,10.0,,"Initial Public Offer of Shares comprising of fresh issue aggregating upto Rs. 3650.00 million and Offer for Sale of up to 41,248,162 Equity Shares (Including Anchor allocation of 2,36,17,228  Equity Shares)",100% Book Building,KFin Technologies Limited (formerly known as KFin Technologies Private Limited),5.748190071401261,2.585676887468626,0.7570061155366947,3.62043924381854,3.977777619374499,15744820.0,7872409.0,5248272.0,28899514.0,90504218.0,20355506.0,15692992.0,114955840.0,337.1000061035156,317.95001220703125,4.043211760344328,-1.867280183015046
SARTELE,SAR Televenture Limited,SME,2023,01-NOV-2023,03-NOV-2023,08-NOV-2023,55.0,52.0,57.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,65298000.0,465480000.0,411458000.0,863928000.0,110.25,104.25,100.45454545454547,89.54545454545455
1165ESFB32,ESAF Small Finance Bank Limited,N0,2023,03-NOV-2023,07-NOV-2023,28-JAN-2026,,57.0,60.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
MICROPRO,Micropro Software Solutions Limited,SME,2023,03-NOV-2023,07-NOV-2023,10-NOV-2023,81.0,81.0,81.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3745600.0,37128000.0,31648000.0,129220800.0,76.0,69.8499984741211,-6.172839506172839,-13.765433982566552
BABAFP,Baba Food Processing (India) Limited,SME,2023,03-NOV-2023,07-NOV-2023,15-NOV-2023,76.0,72.0,76.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11761600.0,101356800.0,92123200.0,285542400.0,72.19999694824219,69.5,-5.0000040154708065,-8.552631578947368
PROTEAN,Protean eGov Technologies Limited,EQ,2023,06-NOV-2023,08-NOV-2023,06-FEB-2025,1381.0,752.0,792.0,10.0,,"Initial Public Offer of Shares comprising Offer for Sale Up to 6,191,000 Equity Shares aggregating up to Rs.(.) million (Including Anchor Allocation of 18,12,300 Equity Shares)",100% Book Building,Link Intime India Private Limited,13.12510180433703,13.061506373117034,3.1413484049471467,0.40884,7.855452074816727,1208200.0,906150.0,2114350.0,4378700.0,15857748.0,11835684.0,7028010.0,34396668.0,1453.3126220703125,1349.1373291015625,5.236250692998732,-2.3072172989455106
ASKAUTOLTD,ASK Automotive Limited,EQ,2023,07-NOV-2023,09-NOV-2023,15-NOV-2023,282.0,268.0,282.0,,,,,,32.47346624558399,13.677836395489424,3.1590395234312854,,13.788617657200922,5914278.0,4435709.0,10349987.0,20699974.0,192057107.0,60670902.0,34748549.0,285424027.0,308.46429443359375,296.9751892089844,9.384501572196365,5.3103507833277925
ROXHITECH,ROX Hi-Tech Limited,SME,2023,07-NOV-2023,09-NOV-2023,16-NOV-2023,83.0,80.0,83.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,111689600.0,329553600.0,278294400.0,888780800.0,141.75,172.1999969482422,70.78313253012048,107.46987584125564
SUNREST,Sunrest Lifescience Limited,SME,2023,07-NOV-2023,09-NOV-2023,20-NOV-2023,84.0,84.0,84.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1329600.0,16614400.0,14659200.0,58230400.0,79.80000305175781,73.05000305175781,-4.999996366954986,-13.035710652669271
7IREDAL30,Indian Renewable Energy Development Agency Limited,N0,2023,21-NOV-2023,23-NOV-2023,08-MAY-2025,,30.0,32.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
FEDFINA,Fedbank Financial Services Limited,EQ,2023,22-NOV-2023,24-NOV-2023,30-NOV-2023,140.0,133.0,140.0,10.0,,"Initial public offer comprising Fresh Issue of up to Rs. 6,000.00 million and Offer for Sale of up to 35,161,723 Equity Shares (Including Anchor allocation of 23,191,374 equity shares)",100% Book Building,Link Intime India Private Limited,0.7610293185915041,0.4157146385339049,0.5775587174309673,0.4672155747544919,0.5917906660615561,15349339.0,11928394.0,27832919.0,55923660.0,11681297.0,4958808.0,2135292.0,33095100.0,140.25,137.4499969482422,0.17857142857142858,-1.8214307512555803
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,2023,22-NOV-2023,24-NOV-2023,30-NOV-2023,169.0,160.0,169.0,2.0,,"Initial Public Offer Comprising of Fresh Issue up to Rs. 3,020 million and offer for sale Up to 11,756,910 Equity Shares (Including Anchor allocation of 88,88,018 Equity shares) ",100% Book Building,Link Intime India Private Limited,55.019298297701205,20.98411787096986,13.336768033411282,,26.62203037666271,5927984.0,4594787.0,10721169.0,21243940.0,326153520.0,96417552.0,47280816.0,565556816.0,298.2926025390625,268.0080871582031,76.50449854382396,58.58466695751664
TATATECH,Tata Technologies Limited,EQ,2023,22-NOV-2023,24-NOV-2023,30-NOV-2023,500.0,475.0,500.0,2.0,,"Initial Public Offer of Up to 60,850,278 Equity Shares (Including Anchor allocation of 1,58,21,071 equity shares)",100% Book Building,Link Intime India Private Limited,87.31840944037108,21.075575526667784,7.9319840985324515,1.931863561470403,29.27034357944612,10547382.0,7910537.0,18457919.0,45029207.0,920980620.0,166719120.0,94078260.0,1318020360.0,1280.343505859375,1158.9400634765625,156.06870117187498,131.78801269531252
FLAIR,Flair Writing Industries Limited,EQ,2023,22-NOV-2023,24-NOV-2023,01-DEC-2023,304.0,288.0,304.0,5.0,,"Initial Public Offer of Shares comprising Up to [.] equity shares aggregating up to Rs.3,010.00 million and Up to [.] equity shares aggregating up to Rs.2,920.00 million (Including Anchor allocation of 58,51,972 equity shares)",100% Book Building,Link Intime India Private Limited,56.81532991812634,11.289951468994584,4.351732822504942,,20.82808723510718,4118052.0,3088541.0,7206595.0,14413188.0,233968483.0,34869478.0,20002584.0,300199137.0,448.7660827636719,375.0665588378906,47.62042196173417,23.377157512464024
ROCKPP,Rockingdeals Circular Economy Limited,SME,2023,22-NOV-2023,24-NOV-2023,28-NOV-2025,80.0,136.0,140.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
794CIFCL29,Cholamandalam Investment and Finance Company Limited,N0,2023,28-NOV-2023,01-DEC-2023,25-MAR-2026,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
MARINETRAN,Marinetrans India Limited,SME,2023,30-NOV-2023,05-DEC-2023,08-DEC-2023,26.0,26.0,26.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1404000.0,34772000.0,30952000.0,130280000.0,31.0,37.599998474121094,19.230769230769234,44.61537874661959
GRAPHISAD,Graphisads Limited,SME,2023,30-NOV-2023,05-DEC-2023,13-DEC-2023,111.0,111.0,111.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,402000.0,4434000.0,3255600.0,17458800.0,105.94999694824219,86.3499984741211,-4.549552298880912,-22.20720858187289
CBAZAAR,Net Avenue Technologies Limited,SME,2023,30-NOV-2023,04-DEC-2023,08-DEC-2023,18.0,16.0,18.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,39.900001525878906,32.5,121.6666751437717,80.55555555555556
925ISF29,IIFL Samasta Finance Limited,N0,2023,04-DEC-2023,15-DEC-2023,17-FEB-2026,10000.0,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
SHEETAL,Sheetal Universal Limited,SME,2023,04-DEC-2023,06-DEC-2023,11-DEC-2023,70.0,70.0,70.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,26000000.0,317232000.0,281306000.0,552616000.0,75.10932922363281,71.224365234375,7.299041748046875,1.7490931919642856
IBULHSG,Indiabulls Housing Finance Limited,Z9,2023,07-DEC-2023,20-DEC-2023,09-APR-2024,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
ACCENTMIC,Accent Microcell Limited,SME,2023,08-DEC-2023,12-DEC-2023,15-DEC-2023,140.0,133.0,140.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,126062000.0,460487000.0,402550000.0,1349881000.0,312.7255859375,277.18408203125,123.37541852678571,97.98863002232143
PRESSTONIC,Presstonic Engineering Limited,SME,2023,11-DEC-2023,13-DEC-2023,18-DEC-2023,72.0,72.0,72.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21540800.0,183985600.0,146851200.0,495745600.0,147.0,131.64999389648438,104.16666666666667,82.84721374511719
SJLOGISTIC,S J Logistics (India) Limited,SME,2023,12-DEC-2023,14-DEC-2023,19-DEC-2023,125.0,121.0,125.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,84794000.0,268413000.0,232592000.0,808243000.0,183.75,168.39999389648438,47.0,34.7199951171875
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,2023,13-DEC-2023,15-DEC-2023,20-DEC-2023,493.0,469.0,493.0,5.0,,"Initial Public Offer of Shares comprising fresh issue up to Rs.8,000.00 million and OFS Up to Rs.4,000.00 million (Including Anchor allocation of 73,02,229  equity shares)",100% Book Building,KFin Technologies Limited,50.18054932393666,12.18098554099021,3.7663479997820266,,18.830687047544146,5117272.0,3837953.0,8955224.0,17910449.0,256787520.0,46750050.0,26536890.0,337266060.0,541.591552734375,526.2793579101562,9.85629872908215,6.750376858043865
DOMS,DOMS Industries Limited,EQ,2023,13-DEC-2023,15-DEC-2023,20-DEC-2023,790.0,750.0,790.0,10.0,,"Initial public offer comprising Fresh Issue of up to Rs. 3,500.00 million and Offer for Sale of Rs. 8,500.00 million (Including Anchor allocation of 68,06,961 equity shares)",100% Book Building,Link Intime India Private Limited,24.716984787241675,18.472165051115084,34.126323875799976,12.782784782784782,24.62454631771514,4780001.0,2389999.0,1593333.0,8837407.0,118147212.0,44148456.0,19468404.0,217617138.0,1323.2635498046875,1273.7677001953125,67.50171516515032,61.23641774624209
INOXINDIA,INOX India Limited,EQ,2023,14-DEC-2023,18-DEC-2023,21-DEC-2023,660.0,627.0,660.0,2.0,,"Initial Public Offer Up to 22,110,955 equity shares of face value of Rs. 2 each (Including Anchor allocation of 66,33,285)",100% Book Building,KFin Technologies Limited,49.291691833301634,19.2739691085326,7.673839796300089,,22.05039582831266,4422191.0,3316644.0,7738835.0,15477670.0,217977276.0,63924894.0,34038048.0,341288750.0,938.416015625,887.8486938476562,42.184244791666664,34.52252937085701
SHREEOSFM,Shree OSFM E-Mobility Limited,SME,2023,14-DEC-2023,18-DEC-2023,21-DEC-2023,65.0,65.0,65.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1624000.0,10804000.0,10060000.0,29102000.0,68.25,82.8499984741211,5.0,27.46153611403245
MOTISONS,Motisons Jewellers Limited,BE,2023,18-DEC-2023,20-DEC-2023,26-DEC-2023,55.0,52.0,55.0,10.0,,"Initial Public Offer of up to 2,74,71,000 Equity Shares (Including Anchor allocation of 66,00,000 Equity Shares)",100% Book Building,Link Intime India Private Limited,63.80340565487242,65.61412845705968,38.331426293699735,,51.26750035935029,4712750.0,5496000.0,10662250.0,20871000.0,300689500.0,360615250.0,159550750.0,1070004000.0,10.354999542236328,10.305000305175781,-81.17272810502486,-81.26363580877131
SURAJEST,Suraj Estate Developers Limited,EQ,2023,18-DEC-2023,20-DEC-2023,26-DEC-2023,360.0,340.0,360.0,5.0,,"Equity Shares aggregating up to Rs. 4,000 million (Including Anchor Allocation of 33,33,333 Equity Shares)",100% Book Building,Link Intime India Private Limited,6.763848206924103,8.089149127390058,4.475267792503826,,5.903550972624775,2352940.0,1764706.0,4117647.0,8235293.0,15914929.0,14274970.0,7496153.0,48617472.0,334.0769958496094,330.1319580078125,-7.200834486219618,-8.296678331163195
MUTHOOTMF,Muthoot Microfin Limited,EQ,2023,18-DEC-2023,20-DEC-2023,26-DEC-2023,291.0,277.0,291.0,,,,,,6.115251840410076,5.517015187765191,3.8785816933405854,2.493477597651935,4.831690377430651,6859205.0,5144404.0,12003610.0,24387447.0,41945766.0,28381755.0,13935444.0,117832593.0,266.1499938964844,254.35000610351562,-8.539520997771692,-12.594499620785008
